specno	time	lat	long	relaz	sza	no2zendscd	no2offdscd	o4zen	o4off	rmszen	amf120	amf180	sig120	sig180	RAMF	RGA	VCBira	VCWagAMF	VCWagGA	errTot
76 	1.390194e+01 	5.085435e+01 	4.475856e+00 	5.414276e+01 	5.676089e+01 	-7696700000000000 	-4.180776e+15 	1.233400e+42 	8.558897e+42 	3.590700e-04 	2.414420e+00 	1.433441e+00 	1.260487e-01 	1.481286e-01 	12537855366540712 	11465781708230040 	3359007498048912 	3.377295e+15 	3769081708230040 	6.414406e+14 
77 	1.391056e+01 	5.085358e+01 	4.476184e+00 	5.770287e+01 	5.681550e+01 	-6600800000000000 	-3.017043e+15 	8.965200e+41 	8.792987e+42 	3.826200e-04 	2.440682e+00 	1.434026e+00 	1.331665e-01 	1.483249e-01 	12513348626686992 	11438028133373984 	4.100525e+15 	4.123042e+15 	4837228133373984 	6.522268e+14 
78 	1.391917e+01 	5.085290e+01 	4.476494e+00 	5.887382e+01 	5.687033e+01 	-7984600000000000 	-3.917911e+15 	6.935500e+41 	9.231375e+42 	3.616800e-04 	2.449568e+00 	1.434613e+00 	1.355930e-01 	1.485220e-01 	12488844732483512 	11410277781181056 	3.083870e+15 	3.139694e+15 	3425677781181056 	6.473391e+14 
79 	1.392778e+01 	5.085248e+01 	4.476746e+00 	6.385795e+01 	5.692550e+01 	-8150900000000000 	-3.165898e+15 	9.954500e+41 	9.320067e+42 	3.498100e-04 	2.550535e+00 	1.435203e+00 	1.649949e-01 	1.487203e-01 	12464340838280032 	11382527428988128 	2.918778e+15 	3.005457e+15 	3231627428988128 	6.396049e+14 
80 	1.393639e+01 	5.085211e+01 	4.476991e+00 	6.560113e+01 	5.698085e+01 	-6806200000000000 	-2881419856839001 	1.450500e+42 	9.565242e+42 	3.845800e-04 	2.592854e+00 	1.435795e+00 	1.774228e-01 	1.489192e-01 	12439836944076552 	11354777076795200 	3846494646145705 	3.923705e+15 	4548577076795200 	6.533672e+14 
81 	1.394500e+01 	5.085154e+01 	4.477393e+00 	6.710856e+01 	5.703620e+01 	-6814200000000000 	-2.498206e+15 	1.400700e+42 	9.631872e+42 	3.573400e-04 	2.629631e+00 	1.436387e+00 	1.882357e-01 	1.491181e-01 	12415333049873072 	11327026724602272 	3.838663e+15 	3899458629417372 	4512826724602272 	6.313243e+14 
82 	1.395361e+01 	5.085096e+01 	4.477812e+00 	6.819815e+01 	5.709170e+01 	-5768700000000000 	-2.582314e+15 	1.291500e+42 	1.003189e+43 	3.642900e-04 	2.656464e+00 	1.436981e+00 	1.961407e-01 	1.493176e-01 	12390829155669592 	11299276372409344 	4531548080396510 	4608361890184158 	5530576372409344 	633386748380065 
83 	1.396222e+01 	5.085039e+01 	4.478228e+00 	6.814269e+01 	5.714915e+01 	-6939100000000000 	-1951918129922635 	1.095100e+42 	1.018909e+43 	3.533500e-04 	2.655810e+00 	1.437596e+00 	1.959910e-01 	1.495240e-01 	12366325261466120 	11271526020216416 	3.680141e+15 	3.775209e+15 	4332426020216416 	6.291264e+14 
84 	1.397083e+01 	5.084991e+01 	4.478602e+00 	6.964000e+01 	5.720500e+01 	-5905600000000000 	-6.242552e+14 	1.280700e+42 	1.040153e+43 	3.279700e-04 	2.692599e+00 	1.438193e+00 	2.068260e-01 	1.497248e-01 	12341821367262640 	11243775668023488 	4371073715878334 	4.475212e+15 	5338175668023488 	6.031124e+14 
85 	1.397944e+01 	5.084962e+01 	4.478833e+00 	7.041106e+01 	5.726114e+01 	-6047000000000000 	1.612042e+14 	1.566700e+42 	1.054187e+43 	3.656600e-04 	2.711949e+00 	1.438794e+00 	2.125502e-01 	1.499265e-01 	12317317473059160 	11216025315830560 	4237881987120365 	4.358036e+15 	5169025315830560 	6.350905e+14 
86 	1.398806e+01 	5.084909e+01 	4.479259e+00 	7.079897e+01 	5.731725e+01 	-4641400000000000 	4.896669e+14 	1.044500e+42 	1.075823e+43 	3.631600e-04 	2.722081e+00 	1.439395e+00 	2.155719e-01 	1.501282e-01 	12292810733205440 	11188271740974512 	5171058996625968 	5315714741191123 	6546871740974512 	6.355072e+14 
87 	1.399667e+01 	5.084874e+01 	4.479506e+00 	6.828389e+01 	5.737363e+01 	-4721800000000000 	1.858108e+15 	1.192500e+42 	1.039880e+43 	3.601300e-04 	2.661890e+00 	1.439998e+00 	1.979398e-01 	1.503308e-01 	12268306839001960 	11160521388781584 	5083691826852103 	5240637684505811 	6438721388781584 	631404226845005 
88 	1.400528e+01 	5.084828e+01 	4.479861e+00 	7.029233e+01 	5.743007e+01 	-3712000000000000 	2.328342e+15 	1.256400e+42 	1.098896e+43 	3.328200e-04 	2.711310e+00 	1.440602e+00 	2.125024e-01 	1.505337e-01 	12243802944798480 	11132771036588656 	5760324338470815 	5922388169119057 	7420771036588656 	6.194430e+14 
89 	1.401389e+01 	5.084790e+01 	4.480094e+00 	6.558393e+01 	5.748672e+01 	-3939900000000000 	1.485327e+15 	1.351800e+42 	1.080806e+43 	3.638600e-04 	2.597612e+00 	1.441208e+00 	1.791280e-01 	1.507373e-01 	12219299050595000 	11105020684395728 	5570600474033610 	5744763966408225 	7165120684395728 	6.403378e+14 
90 	1.402250e+01 	5.084750e+01 	4.480422e+00 	7.180881e+01 	5.754349e+01 	-5371600000000000 	1.552471e+15 	1.409100e+42 	1.110553e+43 	3.782500e-04 	2.749722e+00 	1.441815e+00 	2.238907e-01 	1.509413e-01 	12194795156391520 	11077270332202800 	4548630863006477 	4732364232398593 	5705670332202800 	6.411780e+14 
91 	1.403111e+01 	5.084719e+01 	4.480669e+00 	7.133756e+01 	5.760046e+01 	-5296200000000000 	7.885723e+14 	1.295100e+42 	1.079080e+43 	3.712300e-04 	2.739040e+00 	1.442425e+00 	2.207991e-01 	1.511461e-01 	12170291262188048 	11049519980009880 	4569603922997232 	4765649260036876 	5753319980009880 	6.347880e+14 
92 	1.403972e+01 	5.084681e+01 	4.480951e+00 	6.938586e+01 	5.765752e+01 	-5394100000000000 	-5.846162e+14 	1.439300e+42 	1.069748e+43 	3.492000e-04 	2.692181e+00 	1.443035e+00 	2.070593e-01 	1.513511e-01 	12145787367984568 	11021769627816952 	4466742881948027 	4678809105214814 	5627669627816952 	6.143183e+14 
93 	1.404833e+01 	5.084590e+01 	4.481650e+00 	7.088189e+01 	5.771435e+01 	-5364500000000000 	2.618790e+14 	1.379600e+42 	1.023928e+43 	3.747500e-04 	2.729478e+00 	1.443644e+00 	2.180825e-01 	1.515554e-01 	12121283473781088 	10994019275624024 	4456660197463957 	4680368292562890 	5629519275624024 	6.355259e+14 
94 	1.405694e+01 	5.084517e+01 	4.482222e+00 	7.139237e+01 	5.777331e+01 	4700700000000000 	2598289315752786 	3.752300e+42 	1.040614e+43 	1.406100e-03 	2.742779e+00 	1.444274e+00 	2.220490e-01 	1.517673e-01 	12096779579577608 	10966268923431096 	11367545778438224 	11630393439298052 	15666968923431096 	1.920072e+15 
95 	1.406556e+01 	5.084506e+01 	4.482323e+00 	7.513738e+01 	5.783099e+01 	-3250400000000000 	4134164757870423 	1.308300e+42 	1.023625e+43 	3.489800e-04 	2.835425e+00 	1.444892e+00 	2.493914e-01 	1.519746e-01 	12072272839723888 	10938515348575032 	5813541083049836 	6105560544320973 	7688115348575032 	627538059728580 
96 	1.407417e+01 	5.084459e+01 	4.482576e+00 	6.379258e+01 	5.788854e+01 	-3907900000000000 	2500327866279270 	1.519900e+42 	1.002895e+43 	3.681300e-04 	2.557723e+00 	1.445507e+00 	1.676128e-01 	1.521814e-01 	12047768945520408 	10910764996382112 	5339852993651627 	5631149926071491 	7002864996382112 	632757942435110 
97 	1.408278e+01 	5.084445e+01 	4.482620e+00 	5.682950e+01 	5.794648e+01 	-4927700000000000 	1609424523270115 	1.141900e+42 	9.659757e+42 	3.614500e-04 	2.441837e+00 	1.446127e+00 	1.340643e-01 	1.523896e-01 	12023265051316936 	10883014644189184 	4602298387666259 	4906597802407302 	5955314644189184 	6.178938e+14 
98 	1.409139e+01 	5.084396e+01 	4.482913e+00 	6.618262e+01 	5.800430e+01 	-4498400000000000 	-5.419858e+14 	1.254800e+42 	9.096223e+42 	3.629600e-04 	2.617652e+00 	1.446746e+00 	1.853459e-01 	1.525974e-01 	11998761157113456 	10855264291996256 	4866837411853419 	5184297185694271 	6356864291996256 	6.207305e+14 
99 	1.410000e+01 	5.084336e+01 	4.483160e+00 	6.038405e+01 	5.806218e+01 	-5479800000000000 	-2.807136e+14 	1.640200e+42 	8.475072e+42 	3.495600e-04 	2.475211e+00 	1.447365e+00 	1.433592e-01 	1.528055e-01 	11974257262909976 	10827513939803328 	4140710701804004 	4487088992797051 	5347713939803328 	6.046869e+14 
100 	1.410861e+01 	5.084287e+01 	4.483313e+00 	5.682870e+01 	5.812028e+01 	-5521300000000000 	-4.996528e+13 	1.319600e+42 	8.365891e+42 	3.590800e-04 	2.442985e+00 	1.447987e+00 	1.344642e-01 	1.530143e-01 	11949753368706496 	10799763587610400 	4.072841e+15 	4439579588059367 	5278463587610400 	6.109303e+14 
101 	1.411722e+01 	5.084227e+01 	4.483406e+00 	5.164023e+01 	5.817844e+01 	-6214200000000000 	-2.040962e+15 	1.544600e+42 	7.967140e+42 	3.566500e-04 	2.405508e+00 	1.448609e+00 	1.243986e-01 	1.532233e-01 	11925249474503016 	10772013235417472 	3592801114566582 	3.942436e+15 	4557813235417472 	6.114345e+14 
102 	1.412583e+01 	5.084169e+01 	4.483455e+00 	4.912678e+01 	5.823674e+01 	-6488500000000000 	-1.668992e+15 	1.321800e+42 	8.015853e+42 	3.746800e-04 	2.387546e+00 	1.449233e+00 	1.195914e-01 	1.534328e-01 	11900745580299536 	10744262883224544 	3388943876949828 	3734558307478270 	4255762883224544 	6.287518e+14 
103 	1.413444e+01 	5.084111e+01 	4.483524e+00 	5.057471e+01 	5.829518e+01 	-6635400000000000 	-1.361113e+14 	1.806600e+42 	7.981277e+42 	3.534100e-04 	2.398496e+00 	1.449858e+00 	1.225725e-01 	1.536429e-01 	11876241686096056 	10716512531031616 	3.304740e+15 	3614726401835434 	4081112531031616 	6.119467e+14 
104 	1.414306e+01 	5.084022e+01 	4.483593e+00 	4.915643e+01 	5.835354e+01 	-5358100000000000 	-3.372539e+14 	1.405900e+42 	7.724833e+42 	3.419900e-04 	2.388524e+00 	1.450483e+00 	1.199183e-01 	1.538526e-01 	11851734946242336 	10688758956175560 	4.172761e+15 	4.476878e+15 	5330658956175560 	5.932953e+14 
105 	1.415167e+01 	5.083957e+01 	4.483627e+00 	4.844051e+01 	5.841221e+01 	-5011600000000000 	-886289928527762 	1.319800e+42 	8.071975e+42 	3.594100e-04 	2.383679e+00 	1.451111e+00 	1.186455e-01 	1.540635e-01 	11827231052038856 	10661008603982632 	4.393249e+15 	4696837740908334 	5649408603982632 	606871334317364 
106 	1.416028e+01 	5.083873e+01 	4.483667e+00 	4.835127e+01 	5.847087e+01 	-5818300000000000 	-1.110921e+14 	1.632800e+42 	7.951245e+42 	3.711000e-04 	2.383409e+00 	1.451738e+00 	1.186049e-01 	1.542743e-01 	11802727157835376 	10633258251789704 	3789694707625095 	4.122249e+15 	4814958251789704 	6.162207e+14 
107 	1.416889e+01 	5.083755e+01 	4.483734e+00 	4.882874e+01 	5.852944e+01 	-4860700000000000 	5.026090e+14 	1.984900e+42 	8.015133e+42 	3.504200e-04 	2.387277e+00 	1.452365e+00 	1.196784e-01 	1.544848e-01 	11778223263631896 	10605507899596776 	4.409174e+15 	4762937052764367 	5744807899596776 	5.948304e+14 
108 	1.417750e+01 	5.083600e+01 	4.483810e+00 	4.870166e+01 	5.858790e+01 	-3648400000000000 	6.112710e+13 	2.078800e+42 	7.789336e+42 	3.335800e-04 	2.386729e+00 	1.452990e+00 	1.195628e-01 	1.546949e-01 	11753719369428416 	10577757547403848 	5190979115772999 	5578370526953200 	6929357547403848 	5.877888e+14 
109 	1.418611e+01 	5.083508e+01 	4.483810e+00 	4.704984e+01 	5.864691e+01 	-4410100000000000 	2.346146e+14 	2.009200e+42 	7.267911e+42 	3.281500e-04 	2.375047e+00 	1.453622e+00 	1.164501e-01 	1.549070e-01 	11729215475224936 	10550007195210920 	4587184745884670 	5035088648086763 	6139907195210920 	5.693597e+14 
110 	1.419472e+01 	5.083393e+01 	4.483619e+00 	4.121487e+01 	5.870590e+01 	-3433700000000000 	9.742847e+14 	1.922900e+42 	6.525366e+42 	3.344500e-04 	2.332799e+00 	1.454253e+00 	1.051101e-01 	1.551190e-01 	11704711581021456 	10522256843017992 	5257140232778936 	5687463321875763 	7088556843017992 	5.857126e+14 
111 	1.420333e+01 	5.083200e+01 	4.482712e+00 	3.081257e+01 	5.876450e+01 	-3337100000000000 	2032863589132665 	1.887200e+42 	6.349919e+42 	3.725600e-04 	2.257165e+00 	1.454880e+00 	8.478544e-02 	1.553296e-01 	11680207686817976 	10494506490825072 	5321972541837258 	5734567035076974 	7157406490825072 	6.195647e+14 
112 	1.421194e+01 	5.082968e+01 	4.481198e+00 	2.497629e+01 	5.882103e+01 	-2792100000000000 	1.235269e+15 	2.027400e+42 	6.155481e+42 	3.479500e-04 	2.229049e+00 	1.455485e+00 	7.730737e-02 	1.555328e-01 	11655703792614496 	10466756138632144 	5709857922727628 	6089793714181636 	7674656138632144 	6.088287e+14 
113 	1.422056e+01 	5.082590e+01 	4.478998e+00 	2.742208e+01 	5.887865e+01 	-1088500000000000 	1.524611e+15 	2.352800e+42 	6.959776e+42 	5.009500e-04 	2.240372e+00 	1.456102e+00 	8.036047e-02 	1.557399e-01 	11631197052760784 	10439002563776088 	6903551919672468 	7240358456800394 	9350502563776088 	7.906788e+14 
114 	1.423278e+01 	5.081879e+01 	4.476256e+00 	3.408825e+01 	5.895754e+01 	-2788400000000000 	4.265596e+14 	1.649700e+42 	7.044029e+42 	3.555300e-04 	2.282311e+00 	1.456946e+00 	9.166755e-02 	1.560234e-01 	11596417515546184 	10399615175028912 	5754620774993513 	6045535801230643 	7611215175028912 	6.166315e+14 
115 	1.424139e+01 	5.081511e+01 	4.473906e+00 	2.593364e+01 	5.901557e+01 	-6072600000000000 	-3.860140e+14 	1.857100e+42 	7.501123e+42 	3.500500e-04 	2.234531e+00 	1.457567e+00 	7.887856e-02 	1.562319e-01 	11571913621342704 	10371864822835984 	3469652504710577 	3.772942e+15 	4299264822835984 	5.818632e+14 
116 	1.425000e+01 	5.081154e+01 	4.471631e+00 	2.609036e+01 	5.907185e+01 	-2854000000000000 	1.448613e+15 	1.818200e+42 	6.840088e+42 	3.574800e-04 	2.235579e+00 	1.458169e+00 	7.919008e-02 	1.564342e-01 	11547409727139224 	10344114470643056 	5664348003170708 	5961868028121661 	7490114470643056 	6.137991e+14 
117 	1.425861e+01 	5.080582e+01 	4.468065e+00 	2.667041e+01 	5.912682e+01 	-3773600000000000 	-2.437714e+14 	1.753600e+42 	6.720027e+42 	3.576500e-04 	2.238521e+00 	1.458757e+00 	8.000796e-02 	1.566318e-01 	11522905832935744 	10316364118450128 	4984618518948751 	5312266480444256 	6542764118450128 	5.941230e+14 
118 	1.426972e+01 	5.079929e+01 	4.463762e+00 	2.573128e+01 	5.919910e+01 	-4695500000000000 	-1.103263e+15 	1.756600e+42 	7.005293e+42 	3.157000e-04 	2.234743e+00 	1.459530e+00 	7.903711e-02 	1.568916e-01 	11491287813136088 	10280557108437864 	4.364150e+15 	4656147040242254 	5585057108437864 	5.483181e+14 
119 	1.427861e+01 	5.079640e+01 	4.461970e+00 	2.703335e+01 	5.926021e+01 	-4801100000000000 	-1265650260623470 	2.022000e+42 	6.195109e+42 	3.326700e-04 	2.240970e+00 	1.460184e+00 	8.073940e-02 	1.571112e-01 	11465992828166312 	10251910855895424 	4297093386212887 	4564419140624301 	5450810855895424 	5.625222e+14 
120 	1.428722e+01 	5.079379e+01 	4.460246e+00 	2.595807e+01 	5.931769e+01 	-5304200000000000 	-3513444647291009 	1.536700e+42 	7.275936e+42 	3.319800e-04 	2.236487e+00 	1.460799e+00 	7.956994e-02 	1.573178e-01 	11441488933962832 	10224160503702496 	3.916341e+15 	4201322464678764 	4919960503702496 	5.583638e+14 
121 	1.429583e+01 	5.079076e+01 	4.458239e+00 	2.604082e+01 	5.937700e+01 	-6246100000000000 	-2.624271e+15 	1.797900e+42 	7.655360e+42 	3.425000e-04 	2.237222e+00 	1.461434e+00 	7.979980e-02 	1.575309e-01 	11416985039759352 	10196410151509568 	3269544869600417 	3.538227e+15 	3950310151509568 	5.705007e+14 
122 	1.430444e+01 	5.078845e+01 	4.456706e+00 	2.605388e+01 	5.943494e+01 	-5947600000000000 	-3.552528e+15 	1.866500e+42 	7.336700e+42 	3.349100e-04 	2.237635e+00 	1.462054e+00 	7.994265e-02 	1.577392e-01 	11392481145555872 	10168659799316640 	3.482661e+15 	3724131581420055 	4221059799316640 	5.619564e+14 
123 	1.431306e+01 	5.078262e+01 	4.452897e+00 	2.654985e+01 	5.949269e+01 	-6979200000000000 	-4789311774184371 	1.902400e+42 	7.594533e+42 	3.396000e-04 	2.240220e+00 	1.462672e+00 	8.066909e-02 	1.579467e-01 	11367974405702160 	10140906224460584 	2803179390800372 	3.000519e+15 	3161706224460584 	5.780044e+14 
124 	1.432167e+01 	5.077575e+01 	4.448332e+00 	2.636003e+01 	5.954590e+01 	-5913800000000000 	-3.144795e+15 	1.896100e+42 	7.641179e+42 	3.245300e-04 	2.239692e+00 	1.463241e+00 	8.055657e-02 	1.581380e-01 	11343470511498680 	10113155872267656 	3538444737933530 	3710714850468957 	4199355872267656 	5.543543e+14 
125 	1.433028e+01 	5.077029e+01 	4.444596e+00 	2.582714e+01 	5.960417e+01 	-6461800000000000 	-4640423871145874 	1.797500e+42 	7.652306e+42 	3.215800e-04 	2.237649e+00 	1.463865e+00 	8.003909e-02 	1.583474e-01 	11318966617295200 	10085405520074728 	3161005218360456 	3.318044e+15 	3623605520074728 	5.564524e+14 
126 	1.433889e+01 	5.076904e+01 	4.443824e+00 	2.808413e+01 	5.966331e+01 	-6747400000000000 	-4.235273e+15 	2.123200e+42 	7.459755e+42 	3.448800e-04 	2.248178e+00 	1.464497e+00 	8.290568e-02 	1.585599e-01 	11294462723091720 	10057655167881800 	2.952175e+15 	3104862302913710 	3310255167881800 	5.797888e+14 
127 	1.434750e+01 	5.076730e+01 	4.442733e+00 	2.796057e+01 	5.972425e+01 	-5801300000000000 	-2.627317e+15 	2.564800e+42 	6.579284e+42 	3.255800e-04 	2.247997e+00 	1.465149e+00 	8.289180e-02 	1.587790e-01 	11269958828888240 	10029904815688872 	3580894869094791 	3.732492e+15 	4228604815688872 	5.551233e+14 
128 	1.435611e+01 	5.076352e+01 	4.440432e+00 	2.857535e+01 	5.978400e+01 	-5191900000000000 	-3056674147211167 	2.128000e+42 	7.482436e+42 	3.412700e-04 	2.251136e+00 	1.465789e+00 	8.377217e-02 	1.589937e-01 	11245454934684760 	10002154463495952 	3989150493851277 	4129895628841773 	4810254463495952 	5.677211e+14 
129 	1.436472e+01 	5.075866e+01 	4.437366e+00 	2.804079e+01 	5.984118e+01 	-4182600000000000 	-2.329130e+15 	1.841000e+42 	6.816358e+42 	3.371600e-04 	2.249079e+00 	1.466401e+00 	8.325026e-02 	1.591992e-01 	11220951040481280 	9974404111303024 	4638518025669565 	4799746376975814 	5791804111303024 	5.693153e+14 
130 	1.437333e+01 	5.075309e+01 	4.433846e+00 	2.810284e+01 	5.989803e+01 	-5338800000000000 	-2.690845e+15 	2.025100e+42 	6.985902e+42 	3.394200e-04 	2.249709e+00 	1.467009e+00 	8.345275e-02 	1.594035e-01 	11196447146277800 	9946653759110096 	3787840304203970 	3.992919e+15 	4607853759110096 	5.646250e+14 
131 	1.438194e+01 	5.074739e+01 	4.430259e+00 	2.833942e+01 	5.995493e+01 	-5243900000000000 	-1624247102281239 	1.948400e+42 	7.581652e+42 	3.248900e-04 	2.251127e+00 	1.467618e+00 	8.386813e-02 	1.596080e-01 	11171943252074320 	9918903406917168 	3809656682247746 	4039228485015305 	4675003406917168 	5.514088e+14 
132 	1.439056e+01 	5.074140e+01 	4.426516e+00 	2.858876e+01 	6.001177e+01 	-6191500000000000 	-3502646175906546 	2.096500e+42 	7.574807e+42 	3.517400e-04 	2.252673e+00 	1.468198e+00 	8.432982e-02 	1.598113e-01 	11147436512220608 	9891149832061112 	3139141885136778 	3.375523e+15 	3699649832061112 	5.806817e+14 
133 	1.439917e+01 	5.073542e+01 	4.422837e+00 	2.902800e+01 	6.006875e+01 	-6028900000000000 	-2824836970314112 	1.794300e+42 	8.100712e+42 	3.516400e-04 	2.255346e+00 	1.468672e+00 	8.514018e-02 	1.600114e-01 	11122932618017128 	9863399479868184 	3253893716035629 	3468461744266065 	3834499479868184 	5.803644e+14 
134 	1.440778e+01 	5.072948e+01 	4.419284e+00 	2.966470e+01 	6.012589e+01 	-4378600000000000 	-9.242186e+14 	2.097500e+42 	7.097331e+42 	3.336800e-04 	2.258912e+00 	1.469147e+00 	8.619229e-02 	1.602121e-01 	11098428723813648 	9835649127675256 	4379783594620268 	4573964889940820 	5457049127675256 	5.641000e+14 
135 	1.441639e+01 	5.072307e+01 	4.415427e+00 	2.972046e+01 	6.018489e+01 	-5143600000000000 	-2979178773524572 	2.076500e+42 	8.375753e+42 	3.394300e-04 	2.259879e+00 	1.469638e+00 	8.654486e-02 	1.604194e-01 	11073924829610168 	9807898775482328 	3873360163732351 	4.035227e+15 	4664298775482328 	568839015932352 
136 	1.442500e+01 	5.071525e+01 	4.412742e+00 	3.842374e+01 	6.024111e+01 	-5219400000000000 	-4139895876871709 	1.913100e+42 	9.166184e+42 	3.277100e-04 	2.323265e+00 	1.470106e+00 	1.036657e-01 	1.606168e-01 	11049420935406688 	9780148423289400 	3.801469e+15 	3.965715e+15 	4560748423289400 	5.592984e+14 
137 	1.443361e+01 	5.070701e+01 	4.412488e+00 	4.970172e+01 	6.029924e+01 	-6572200000000000 	-4283015987248989 	2.042600e+42 	9.403740e+42 	3.453700e-04 	2.406075e+00 	1.470590e+00 	1.260070e-01 	1.608209e-01 	11024917041203208 	9752398071096472 	2878038022867109 	3.027845e+15 	3180198071096472 	5.877529e+14 
138 	1.444222e+01 	5.069997e+01 	4.412554e+00 	5.129202e+01 	6.035827e+01 	-5929400000000000 	-3380337511081536 	2.161500e+42 	9.505776e+42 	3.176000e-04 	2.418207e+00 	1.471081e+00 	1.293594e-01 	1.610282e-01 	11000413146999728 	9724647718903552 	3276215276455637 	3.447134e+15 	3795247718903552 	5.558785e+14 
139 	1.445083e+01 	5.069299e+01 	4.413144e+00 	5.414886e+01 	6.041748e+01 	-6694400000000000 	-3944810823516589 	1.805000e+42 	9.896969e+42 	3.288400e-04 	2.439523e+00 	1.471573e+00 	1.351798e-01 	1.612362e-01 	10975909252796248 	9696897366710624 	2762478337483704 	2909477164680685 	3002497366710624 	5.773296e+14 
140 	1.445944e+01 	5.068696e+01 	4.410483e+00 	3.557744e+01 	6.047537e+01 	-5508000000000000 	-3983660263937766 	2.070100e+42 	9.104280e+42 	3.577400e-04 	2.305166e+00 	1.472055e+00 	9.917016e-02 	1.614395e-01 	10951405358592768 	9669147014517696 	3.587379e+15 	3697827212921522 	4161147014517696 	5.895696e+14 
141 	1.446806e+01 	5.068288e+01 	4.402174e+00 	8.801560e-01 	6.053254e+01 	-5825900000000000 	-4115818478125128 	2.169000e+42 	8.332545e+42 	3.626700e-04 	2.133772e+00 	1.472531e+00 	5.301859e-02 	1.616403e-01 	10926898618739048 	9641393439661632 	3367048620539769 	3.464103e+15 	3815493439661632 	5.964796e+14 
142 	1.447667e+01 	5.067805e+01 	4.397010e+00 	1.733949e+01 	6.059143e+01 	-6342600000000000 	-5372413396243033 	2.281100e+42 	7.872661e+42 	3.484000e-04 	2.208852e+00 	1.473021e+00 	7.339153e-02 	1.618471e-01 	10902394724535568 	9613643087468704 	3.006680e+15 	3095540159051984 	3271043087468704 	5.905156e+14 
143 	1.448528e+01 	5.067168e+01 	4.391268e+00 	2.185159e+01 	6.064948e+01 	-5323700000000000 	-3524387364682917 	2.527100e+42 	7.565230e+42 	3.540700e-04 	2.229942e+00 	1.473504e+00 	7.917863e-02 	1.620510e-01 	10877890830332096 	9585892735275784 	3705231591581862 	3769376939549738 	4262192735275784 	5.869349e+14 
144 	1.449389e+01 	5.066529e+01 	4.384761e+00 	1.887138e+01 	6.070558e+01 	-3798100000000000 	-3601486238551792 	2.376300e+42 	7.871775e+42 	3.431200e-04 	2.217146e+00 	1.473970e+00 	7.580936e-02 	1.622480e-01 	10853386936128616 	9558142383082856 	4757881038534481 	4786586524001026 	5760042383082856 	582551488224700 
145 	1.450250e+01 	5.066087e+01 	4.375033e+00 	2.506237e+00 	6.076301e+01 	-5472100000000000 	-3520897806619047 	2.551600e+42 	8.176436e+42 	3.420300e-04 	2.143849e+00 	1.474448e+00 	5.610100e-02 	1.624497e-01 	10828883041925136 	9530392030889928 	3.758213e+15 	3633076350173738 	4058292030889928 	5.827975e+14 
146 	1.451111e+01 	5.065956e+01 	4.363394e+00 	2.802691e+01 	6.082040e+01 	-5074400000000000 	-1.380454e+15 	2.653800e+42 	8.456760e+42 	3.466400e-04 	2.259922e+00 	1.474926e+00 	8.754162e-02 	1.626512e-01 	10804379147721656 	9502641678697000 	4032183133439915 	3.884927e+15 	4428241678697000 	5.847720e+14 
147 	1.451972e+01 	5.065978e+01 	4.352643e+00 	3.976571e+01 	6.087882e+01 	-5451700000000000 	-2.451789e+15 	2.364700e+42 	8.707628e+42 	3.350100e-04 	2.339937e+00 	1.475412e+00 	1.091458e-01 	1.628564e-01 	10779875253518176 	9474891326504072 	3.737813e+15 	3.611314e+15 	4023191326504072 	573546630846416 
148 	1.452833e+01 	5.065998e+01 	4.341260e+00 	3.942423e+01 	6.093941e+01 	-5817400000000000 	-3688506413535350 	2.795200e+42 	7.958295e+42 	3.530700e-04 	2.338133e+00 	1.475916e+00 	1.087560e-01 	1.630692e-01 	10755371359314696 	9447140974311144 	3.449257e+15 	3345699778762288 	3629740974311144 	5.890308e+14 
149 	1.453694e+01 	5.066015e+01 	4.330621e+00 	3.909678e+01 	6.099798e+01 	-6018600000000000 	-4880552364290052 	2.978700e+42 	7.791844e+42 	3.369200e-04 	2.336413e+00 	1.476403e+00 	1.083857e-01 	1.632749e-01 	10730867465111216 	9419390622118216 	3294889348412880 	3191721298523652 	3400790622118216 	5.771948e+14 
150 	1.454556e+01 	5.066023e+01 	4.326109e+00 	3.925853e+01 	6.106078e+01 	-6289100000000000 	-3635489322834992 	2.584000e+42 	8.009581e+42 	3.397200e-04 	2.338258e+00 	1.476926e+00 	1.089801e-01 	1.634955e-01 	10706360725257504 	9391637047262168 	3.113714e+15 	2.990848e+15 	3102537047262168 	5.851295e+14 
151 	1.455417e+01 	5.066050e+01 	4.318790e+00 	4.084789e+01 	6.112170e+01 	-6179100000000000 	-1.932726e+15 	2.597900e+42 	1.114720e+43 	3.441100e-04 	2.350323e+00 	1.477433e+00 	1.123175e-01 	1.637094e-01 	10681856831054024 	9363886695069240 	3167186827322201 	3.047690e+15 	3184786695069240 	5.881978e+14 
152 	1.456278e+01 	5.066371e+01 	4.312034e+00 	7.417220e+01 	6.118660e+01 	-6516800000000000 	-2582056738114318 	2.043900e+42 	1.568260e+43 	3.635900e-04 	2.839384e+00 	1.477973e+00 	2.543754e-01 	1.639373e-01 	10657352936850544 	9336136342876312 	2.903705e+15 	2.801509e+15 	2819336342876312 	6.101086e+14 
