specno	time	lat	long	relaz	sza	no2zendscd	no2offdscd	o4zen	o4off	rmszen	amf120	amf180	sig120	sig180	RAMF	RGA	VCBira	VCWagAMF	VCWagGA	errTot
81 	9.848889e+00 	5.079158e+01 	4.458734e+00 	5.568554e+01 	5.389993e+01 	-9080800000000000 	-4374853302627968 	1.823300e+42 	5.820487e+42 	4.633900e-04 	2.406701e+00 	1.402829e+00 	1.224732e-01 	1.378464e-01 	16179152817701712 	14763093100914344 	5043387249787762 	5060026045172848 	5682293100914344 	812062942486052 
82 	9.857500e+00 	5.078527e+01 	4.454642e+00 	5.537881e+01 	5.385003e+01 	-7606800000000000 	-3.183204e+15 	1.736800e+42 	8.331531e+42 	5.018700e-04 	2.404153e+00 	1.402295e+00 	1.217569e-01 	1.376670e-01 	16182852428058494 	14770212395507836 	6156861895366942 	6115725098259476 	7163412395507836 	8.496888e+14 
83 	9.866111e+00 	5.077791e+01 	4.449726e+00 	5.581204e+01 	5.380225e+01 	-8307500000000000 	-2515963813884421 	1.194200e+42 	7.717895e+42 	4.487400e-04 	2.406969e+00 	1.401784e+00 	1.224955e-01 	1.374953e-01 	16186552038415276 	14777331690101330 	5731331753767805 	5620731508261442 	6469831690101330 	8.025901e+14 
84 	9.874722e+00 	5.077050e+01 	4.444840e+00 	5.540626e+01 	5.375315e+01 	-8905500000000000 	-3004153060663111 	1.258100e+42 	5.748941e+42 	4.451800e-04 	2.403711e+00 	1.401259e+00 	1.215870e-01 	1.373188e-01 	16190251648772058 	14784450984694822 	5365399238269381 	5198720075051857 	5878950984694822 	8.017151e+14 
85 	9.883333e+00 	5.076421e+01 	4.440867e+00 	5.440187e+01 	5.370513e+01 	-8619500000000000 	-2.841185e+15 	1.562700e+42 	5.427111e+42 	4.413700e-04 	2.396136e+00 	1.400745e+00 	1.195081e-01 	1.371462e-01 	16193951259128840 	14791570279288316 	5610228610376135 	5407445091691470 	6172070279288316 	7.983132e+14 
86 	9.891944e+00 	5.075717e+01 	4.436439e+00 	5.420724e+01 	5.365665e+01 	-7836400000000000 	-2793997556563607 	3.057900e+42 	5.093980e+42 	4.449500e-04 	2.394409e+00 	1.400226e+00 	1.190149e-01 	1.369720e-01 	16197650869485624 	14798689573881808 	6171227034873699 	5971357623340303 	6962289573881808 	801647901363602 
87 	9.900556e+00 	5.074945e+01 	4.431647e+00 	5.379544e+01 	5.360773e+01 	-7052600000000000 	-3886874055190957 	1.941400e+42 	7.108659e+42 	4.522500e-04 	2.391112e+00 	1.399703e+00 	1.180953e-01 	1.367962e-01 	16201350909480120 	14805809695242760 	6694789538343832 	6536209837869163 	7753209695242760 	809827851955754 
88 	9.909167e+00 	5.074096e+01 	4.426256e+00 	5.407933e+01 	5.355831e+01 	-9007600000000000 	-4266390001422053 	8.205400e+41 	7.298835e+42 	4.403900e-04 	2.392837e+00 	1.399174e+00 	1.185375e-01 	1.366186e-01 	16205050519836900 	14812928989836252 	5287174012883523 	5144071432028036 	5805328989836252 	7.927781e+14 
89 	9.917778e+00 	5.073277e+01 	4.421291e+00 	5.307041e+01 	5.350930e+01 	-8521100000000000 	-3.548289e+15 	1.437300e+42 	7.443037e+42 	4.420200e-04 	2.385226e+00 	1.398650e+00 	1.164478e-01 	1.364424e-01 	16208750130193684 	14820048284429744 	5651741655524449 	5496480766073899 	6298948284429744 	7.934606e+14 
90 	9.926389e+00 	5.072470e+01 	4.416418e+00 	5.283241e+01 	5.346193e+01 	-9649500000000000 	-4534062035844360 	1.254300e+42 	7.579324e+42 	4.392600e-04 	2.383196e+00 	1.398143e+00 	1.158723e-01 	1.362722e-01 	16212449740550464 	14827167579023238 	4856661632965098 	4694048877460184 	5177667579023238 	7.948050e+14 
91 	9.935000e+00 	5.071676e+01 	4.412519e+00 	4.906417e+01 	5.341342e+01 	-9442300000000000 	-5464009693856772 	1.961900e+42 	5.383756e+42 	4.386900e-04 	2.355665e+00 	1.397624e+00 	1.083785e-01 	1.360978e-01 	16216149350907248 	14834286873616730 	4992266134257817 	4846690680000117 	5391986873616730 	7.918713e+14 
92 	9.943611e+00 	5.070818e+01 	4.412549e+00 	3.150794e+01 	5.336313e+01 	-10425000000000000 	-6132019673222375 	1.198000e+42 	5.320105e+42 	4.282600e-04 	2.228573e+00 	1.397086e+00 	7.387102e-02 	1.359171e-01 	16219848961264030 	14841406168210224 	4278489237839686 	4.147813e+15 	4416406168210224 	7.899584e+14 
93 	9.952222e+00 	5.069932e+01 	4.412642e+00 	3.110357e+01 	5.331277e+01 	-10312000000000000 	-1.051681e+15 	1.507400e+42 	3.669376e+42 	4.421100e-04 	2.225340e+00 	1.396547e+00 	7.296439e-02 	1.357361e-01 	16223548571620812 	14848525462803716 	4340677316758087 	4232976086327446 	4536525462803716 	7.990213e+14 
94 	9.960833e+00 	5.069047e+01 	4.413163e+00 	2.919539e+01 	5.326120e+01 	-9994500000000000 	-1.960759e+15 	1.679600e+42 	1.098341e+43 	4.331300e-04 	2.213553e+00 	1.395995e+00 	6.981206e-02 	1.355508e-01 	16227248181977592 	14855644757397208 	4550552622318983 	4.464736e+15 	4861144757397208 	7.867453e+14 
95 	9.969444e+00 	5.068439e+01 	4.405177e+00 	7.095734e+01 	5.321628e+01 	-10570000000000000 	-5580367901025745 	1.599900e+42 	7.087785e+42 	4.484300e-04 	2.670048e+00 	1.395514e+00 	1.967828e-01 	1.353893e-01 	16230947792334376 	14862764051990700 	4.155885e+15 	4.056532e+15 	4292764051990700 	8.067287e+14 
96 	9.978056e+00 	5.067765e+01 	4.396614e+00 	6.990123e+01 	5.317094e+01 	-10226000000000000 	-4921042688086168 	1.846500e+42 	6.614647e+42 	4.158800e-04 	2.646644e+00 	1.395029e+00 	1.900739e-01 	1.352263e-01 	16234647832328872 	14869884173351652 	4430134292612845 	4.307185e+15 	4643884173351652 	7.749017e+14 
97 	9.986667e+00 	5.067015e+01 	4.389901e+00 	6.046546e+01 	5.312508e+01 	-9507700000000000 	-3.852109e+15 	1.297700e+42 	8.384015e+42 	4.262800e-04 	2.442736e+00 	1.394538e+00 	1.319894e-01 	1.350616e-01 	16238347442685654 	14877003467945146 	4972498861259793 	4826433891554748 	5369303467945146 	7.798637e+14 
98 	9.995278e+00 	5.066290e+01 	4.380750e+00 	6.944502e+01 	5.307960e+01 	-10193000000000000 	-5164439976854990 	1.180200e+42 	1.167487e+43 	4.433800e-04 	2.635644e+00 	1.394052e+00 	1.868595e-01 	1.348981e-01 	16242047053042436 	14884122762538638 	4475710600519596 	4.339184e+15 	4691122762538638 	799605993747856 
99 	1.000389e+01 	5.065968e+01 	4.367838e+00 	9.918907e+01 	5.303907e+01 	-11013000000000000 	-3560833891446035 	1.179700e+42 	1.044793e+43 	4.407000e-04 	2.972410e+00 	1.393618e+00 	2.829464e-01 	1.347524e-01 	16245746663399216 	14891242057132130 	3887335298848071 	3754792460262100 	3878242057132130 	8.066498e+14 
100 	1.001250e+01 	5.065974e+01 	4.354146e+00 	1.208842e+02 	5.300285e+01 	-9463900000000000 	-8.619288e+13 	1.252400e+42 	1.107747e+43 	4.578700e-04 	2.737688e+00 	1.393231e+00 	2.169721e-01 	1.346223e-01 	16249446273756000 	14898361351725624 	4971924607781444 	4870368644505708 	5434461351725624 	8.056132e+14 
101 	1.002111e+01 	5.066001e+01 	4.339061e+00 	1.219682e+02 	5.296562e+01 	-6540600000000000 	-1.324632e+15 	2.600200e+42 	1.356740e+43 	4.411300e-04 	2.740157e+00 	1.392832e+00 	2.177184e-01 	1.344884e-01 	16253145884112780 	14905480646319116 	7067865242752887 	6973234909779832 	8364880646319116 	8.001314e+14 
102 	1.002972e+01 	5.066025e+01 	4.325407e+00 	1.218754e+02 	5.292986e+01 	-5999100000000000 	-7.846639e+14 	2.100300e+42 	1.306107e+43 	4.483600e-04 	2.739706e+00 	1.392450e+00 	2.175756e-01 	1.343599e-01 	16256845494469564 	14912599940912608 	7455719485021652 	7366691144571193 	8913499940912608 	8.136628e+14 
103 	1.003833e+01 	5.066117e+01 	4.315380e+00 	1.282856e+02 	5.289217e+01 	-9027800000000000 	-1.479574e+15 	1.573100e+42 	1.035116e+43 	4.426400e-04 	2.755670e+00 	1.392046e+00 	2.224171e-01 	1.342245e-01 	16260545104826346 	14919719235506100 	5271428923852123 	5195765018799035 	5891919235506100 	7.853394e+14 
104 	1.004694e+01 	5.066741e+01 	4.311302e+00 	1.725749e+02 	5.285794e+01 	-10145000000000000 	-6.063247e+14 	1.353800e+42 	7.365510e+42 	4.370800e-04 	2.794639e+00 	1.391680e+00 	2.367094e-01 	1.341015e-01 	16264244715183128 	14926838530099592 	4484559262730741 	4.397020e+15 	4781838530099592 	7.851160e+14 
105 	1.005556e+01 	5.067604e+01 	4.309931e+00 	1.559712e+02 	5.282468e+01 	-8562700000000000 	-670392969717382 	1.031900e+42 	1.364523e+43 	4.440600e-04 	2.806575e+00 	1.391324e+00 	2.384763e-01 	1.339819e-01 	16267944755177624 	14933958651460544 	5634603550347723 	5538066182673412 	6371258651460544 	7.838675e+14 
106 	1.006417e+01 	5.068477e+01 	4.305156e+00 	1.694925e+02 	5.279302e+01 	-8523900000000000 	-2708749265659740 	9.460800e+41 	9.013393e+42 	4.471600e-04 	2.797163e+00 	1.390985e+00 	2.370779e-01 	1.338681e-01 	16271644365534406 	14941077946054038 	5707045605951098 	5569968658870445 	6417177946054038 	7.869201e+14 
107 	1.007278e+01 	5.069217e+01 	4.297533e+00 	1.763545e+02 	5.276170e+01 	-10437000000000000 	-1.867826e+15 	1.168400e+42 	9.871600e+42 	4.465500e-04 	2.792489e+00 	1.390650e+00 	2.363844e-01 	1.337555e-01 	16275343975891188 	14948197240647532 	4322852562916054 	4198283761537542 	4511197240647532 	7.913980e+14 
108 	1.008139e+01 	5.069723e+01 	4.286249e+00 	1.546479e+02 	5.272982e+01 	-8790800000000000 	-2945770179183444 	8.509200e+41 	1.138900e+43 	4.247000e-04 	2.807923e+00 	1.390309e+00 	2.386597e-01 	1.336410e-01 	16279043586247970 	14955316535241024 	5515726544256871 	5386028030684111 	6164516535241024 	7.639390e+14 
109 	1.009000e+01 	5.070187e+01 	4.275204e+00 	1.527693e+02 	5.269774e+01 	-9936400000000000 	-4376845526373441 	1.183100e+42 	7.262175e+42 	4.384700e-04 	2.809379e+00 	1.389966e+00 	2.388687e-01 	1.335257e-01 	16282743196604752 	14962435829834516 	4672609593396163 	4565826704410162 	5026035829834516 	777615919882438 
110 	1.009861e+01 	5.070943e+01 	4.267910e+00 	1.776098e+02 	5.266582e+01 	-10278000000000000 	-2.465516e+15 	6.175600e+41 	8.028684e+42 	4.356900e-04 	2.792143e+00 	1.389624e+00 	2.363285e-01 	1.334110e-01 	16286442806961534 	14969555124428008 	4420183807569454 	4.323789e+15 	4691555124428008 	7.766917e+14 
111 	1.010722e+01 	5.071943e+01 	4.266863e+00 	1.549016e+02 	5.263624e+01 	-8694100000000000 	-3512149924052523 	8.980600e+41 	1.087751e+43 	4.559500e-04 	2.808151e+00 	1.389308e+00 	2.386776e-01 	1.333046e-01 	16290142417318316 	14976674419021500 	5545018698851667 	5467501580483725 	6282574419021500 	7.889506e+14 
112 	1.011583e+01 	5.072926e+01 	4.270619e+00 	1.376752e+02 	5.260418e+01 	-8138800000000000 	-3219399120084794 	1.383800e+42 	1.497262e+43 	4.573500e-04 	2.779279e+00 	1.388965e+00 	2.294313e-01 	1.331894e-01 	16293842027675098 	14983793713614994 	5911124667531851 	5871309715678203 	6844993713614994 	7.900686e+14 
113 	1.012444e+01 	5.073830e+01 	4.272641e+00 	1.433739e+02 	5.257165e+01 	-9704100000000000 	-2930604458022972 	1.122700e+42 	1.392155e+43 	4.454800e-04 	2.794325e+00 	1.388617e+00 	2.339394e-01 	1.330725e-01 	16297541638031880 	14990913008208488 	4752281264398149 	4748208631579497 	5286813008208488 	7.769055e+14 
114 	1.013306e+01 	5.074629e+01 	4.280012e+00 	1.213384e+02 	5.253718e+01 	-10076000000000000 	-4.285154e+15 	1.913000e+42 	9.081314e+42 	4.279100e-04 	2.735881e+00 	1.388248e+00 	2.163539e-01 	1.329486e-01 	16301241678026376 	14998033129569440 	4554903801127520 	4.484244e+15 	4922033129569440 	7.637437e+14 
115 	1.014167e+01 	5.075435e+01 	4.286658e+00 	1.242192e+02 	5.250427e+01 	-9484300000000000 	-2261854701820046 	1.741100e+42 	1.135141e+43 	4.361300e-04 	2.743356e+00 	1.387896e+00 	2.185923e-01 	1.328303e-01 	16304941288383158 	15005152424162932 	5018469789541209 	4914376130852463 	5520852424162932 	7.672389e+14 
116 	1.015028e+01 	5.076304e+01 	4.290751e+00 	1.353348e+02 	5.247213e+01 	-10035000000000000 	-2.615741e+15 	2.485900e+41 	1.009428e+43 	4.425000e-04 	2.772959e+00 	1.387552e+00 	2.274642e-01 	1.327148e-01 	16308640898739940 	15012271718756424 	4516163998843314 	4521374186573506 	4977271718756424 	7.671900e+14 
117 	1.015889e+01 	5.077142e+01 	4.296189e+00 	1.297825e+02 	5.243996e+01 	-9973700000000000 	-1.106971e+15 	1.370400e+42 	9.840281e+42 	4.281400e-04 	2.757983e+00 	1.387208e+00 	2.229604e-01 	1.325992e-01 	16312340509096722 	15019391013349916 	4563720485563162 	4569352658407252 	5045691013349916 	7.499755e+14 
118 	1.016750e+01 	5.077922e+01 	4.301417e+00 	1.293060e+02 	5.240628e+01 	-9307900000000000 	-2.785739e+15 	1.694300e+42 	1.567049e+43 	4.550300e-04 	2.756586e+00 	1.386847e+00 	2.225298e-01 	1.324782e-01 	16316040119453504 	15026510307943408 	5071847538798015 	5053289355696040 	5718610307943408 	7.712634e+14 
119 	1.017611e+01 	5.078602e+01 	4.303914e+00 	1.393506e+02 	5.237439e+01 	-10979000000000000 	-4617324465709412 	8.940400e+41 	1.362374e+43 	4.273300e-04 	2.783736e+00 	1.386506e+00 	2.306405e-01 	1.323636e-01 	16319739729810286 	15033629602536902 	3859315002128505 	3851941379130493 	4054629602536902 	7.502145e+14 
120 	1.018472e+01 	5.079158e+01 	4.305003e+00 	1.455274e+02 	5.234041e+01 	-10673000000000000 	-2417611111004966 	1.491500e+42 	6.455016e+42 	4.528000e-04 	2.800582e+00 	1.386142e+00 	2.356556e-01 	1.322414e-01 	16323439340167068 	15040748897130396 	4104859956101018 	4076377410884284 	4367748897130396 	7.687067e+14 
121 	1.019333e+01 	5.079233e+01 	4.306773e+00 	9.662055e+01 	5.230358e+01 	-10525000000000000 	-2726865041341999 	1.780500e+42 	5.168359e+42 	4.250600e-04 	2.985804e+00 	1.385748e+00 	2.854933e-01 	1.321091e-01 	16327138950523850 	15047868191723888 	4190967182929803 	4.187008e+15 	4522868191723888 	7.371720e+14 
122 	1.020194e+01 	5.079171e+01 	4.307604e+00 	1.325032e+01 	5.226573e+01 	-11378000000000000 	-7234029680235783 	1.613400e+42 	6.032827e+42 	4.222100e-04 	2.138426e+00 	1.385343e+00 	5.057346e-02 	1.319730e-01 	16330838560880632 	15054987486317380 	3583471912688371 	3.575171e+15 	3676987486317380 	7.399017e+14 
123 	1.021056e+01 	5.078983e+01 	4.310792e+00 	1.992328e+01 	5.222575e+01 	-10797000000000000 	-7104096606864299 	1.978100e+42 	6.126654e+42 	4.135700e-04 	2.167049e+00 	1.384916e+00 	5.760220e-02 	1.318293e-01 	16334538600875128 	15062107607678332 	4011668137015952 	3998466755900015 	4265107607678332 	7.240955e+14 
124 	1.021917e+01 	5.078945e+01 	4.311746e+00 	3.141126e+01 	5.218852e+01 	-11907000000000000 	-6310794808155935 	1.498500e+42 	6.310396e+42 	4.402900e-04 	2.220554e+00 	1.384517e+00 	7.101086e-02 	1.316955e-01 	16338238211231910 	15069226902271824 	3.232772e+15 	3200565845940014 	3162226902271824 	7.601298e+14 
125 	1.022778e+01 	5.078917e+01 	4.312735e+00 	3.937163e+01 	5.215157e+01 	-11815000000000000 	-5699467688996765 	1.555500e+42 	5.606080e+42 	4.439600e-04 	2.277647e+00 	1.384122e+00 	8.650693e-02 	1.315627e-01 	16341937821588692 	15076346196865316 	3319875407176886 	3270621075288497 	3261346196865316 	7.615448e+14 
126 	1.023639e+01 	5.078898e+01 	4.313079e+00 	2.230191e+01 	5.211372e+01 	-11582000000000000 	-6342084626541960 	1.158300e+42 	5.232275e+42 	4.547400e-04 	2.176659e+00 	1.383717e+00 	5.989793e-02 	1.314267e-01 	16345637431945476 	15083465491458810 	3491606331187066 	3.442639e+15 	3501465491458810 	7.674253e+14 
127 	1.024500e+01 	5.078870e+01 	4.313389e+00 	8.094717e+00 	5.207717e+01 	-10926000000000000 	-6908081527183955 	2.444700e+42 	4.869398e+42 	4.217200e-04 	2.115056e+00 	1.383326e+00 	4.473273e-02 	1.312954e-01 	16349337042302256 	15090584786052300 	3.982188e+15 	3920506158356794 	4164584786052300 	7.289802e+14 
128 	1.025361e+01 	5.078843e+01 	4.313907e+00 	2.502045e+01 	5.204084e+01 	-10200000000000000 	-7032039147141728 	1.891500e+42 	4.663995e+42 	4.153100e-04 	2.187964e+00 	1.382937e+00 	6.262859e-02 	1.311648e-01 	16353036652659038 	15097704080645794 	4545052220241968 	4449253045108394 	4897704080645794 	7.191348e+14 
129 	1.026222e+01 	5.078827e+01 	4.314396e+00 	3.608709e+01 	5.200480e+01 	-10400000000000000 	-7184315651461724 	2.263500e+42 	4.908612e+42 	4.180900e-04 	2.253069e+00 	1.382551e+00 	7.974371e-02 	1.310353e-01 	16356736263015820 	15104823375239288 	4399892124789295 	4308509896453152 	4704823375239288 	721541451559746 
130 	1.027083e+01 	5.078803e+01 	4.315226e+00 	3.954475e+01 	5.196889e+01 	-10200000000000000 	-7103266124953169 	2.213600e+42 	5.022338e+42 	4.116100e-04 	2.277732e+00 	1.382167e+00 	8.642825e-02 	1.309062e-01 	16360435873372602 	15111942669832780 	4551647413198613 	4.457085e+15 	4911942669832780 	7.143942e+14 
131 	1.027944e+01 	5.078796e+01 	4.315464e+00 	4.103857e+01 	5.193335e+01 	-10525000000000000 	-5475976673545080 	9.153600e+41 	5.732778e+42 	4.141400e-04 	2.288257e+00 	1.381787e+00 	8.927026e-02 	1.307784e-01 	16364135483729384 	15119061964426272 	4.329849e+15 	4.225786e+15 	4594061964426272 	7.179658e+14 
132 	1.028806e+01 	5.078711e+01 	4.317183e+00 	2.616454e+01 	5.189615e+01 	-9509100000000000 	-1.134019e+15 	1.314500e+42 	8.061741e+42 	4.315100e-04 	2.192021e+00 	1.381389e+00 	6.352509e-02 	1.306448e-01 	16367835523723880 	15126182085787224 	5073936873824551 	4965101463125341 	5617082085787224 	733548076629180 
133 	1.029667e+01 	5.078588e+01 	4.318112e+00 	2.134070e-01 	5.185996e+01 	-10120000000000000 	-3233592228566026 	1.707300e+42 	9.158206e+42 	4.283900e-04 	2.079813e+00 	1.381002e+00 	3.599808e-02 	1.305147e-01 	16371535134080662 	15133301380380716 	4658087593334309 	4526812467727345 	5013301380380716 	7.308656e+14 
134 	1.030528e+01 	5.078568e+01 	4.318254e+00 	4.907160e-01 	5.182491e+01 	-8722500000000000 	-4616229283316700 	1.377200e+42 	1.034222e+43 	4.433300e-04 	2.080818e+00 	1.380627e+00 	3.623230e-02 	1.303887e-01 	16375234744437444 	15140420674974208 	5673013144019082 	5542943481070026 	6417920674974208 	748720347387408 
135 	1.031389e+01 	5.078558e+01 	4.319651e+00 	5.830423e+01 	5.179014e+01 	-8142500000000000 	-3.048317e+15 	1.302800e+42 	1.156881e+43 	5.693700e-04 	2.411574e+00 	1.380255e+00 	1.227261e-01 	1.302638e-01 	16378934354794226 	15147539969567702 	6088837498745411 	5967330111242545 	7005039969567702 	8.811524e+14 
136 	1.032250e+01 	5.078643e+01 	4.323771e+00 	8.320692e+01 	5.175534e+01 	-9094400000000000 	-3256768716560505 	-2.667300e+41 	1.138663e+43 	4.300500e-04 	2.903475e+00 	1.379882e+00 	2.609288e-01 	1.301387e-01 	16382633965151008 	15154659264161196 	5398508987777408 	5281780185414758 	6060259264161196 	7.321743e+14 
137 	1.033111e+01 	5.078718e+01 	4.327271e+00 	8.404006e+01 	5.172066e+01 	-9396800000000000 	-4114435690912433 	4.531400e+41 	1.161384e+43 	4.097500e-04 	2.919945e+00 	1.379511e+00 	2.655005e-01 	1.300141e-01 	16386333575507792 	15161778558754688 	5196430986291625 	5066674461419404 	5764978558754688 	7.114648e+14 
138 	1.033972e+01 	5.078749e+01 	4.329073e+00 	8.043834e+01 	5.168690e+01 	-8873500000000000 	-3775077450952045 	6.709800e+41 	1.163219e+43 	4.441400e-04 	2.844876e+00 	1.379150e+00 	2.443446e-01 	1.298927e-01 	16390033185864572 	15168897853348180 	5627405560605673 	5450120934875839 	6295397853348180 	7.489952e+14 
139 	1.034833e+01 	5.078782e+01 	4.330938e+00 	8.150296e+01 	5.165228e+01 	-9479500000000000 	-4.131895e+15 	6.980200e+41 	1.122058e+43 	4.255500e-04 	2.866145e+00 	1.378779e+00 	2.502665e-01 	1.297683e-01 	16393732796221356 	15176017147941672 	5198793511160385 	5014749222098899 	5696517147941672 	7.281249e+14 
140 	1.035694e+01 	5.078870e+01 	4.333320e+00 	9.588570e+01 	5.161945e+01 	-8943100000000000 	-4986867946830796 	4.286800e+41 	1.128113e+43 	4.355400e-04 	2.978794e+00 	1.378428e+00 	2.823244e-01 	1.296503e-01 	16397432406578136 	15183136442535166 	5600225764800566 	5407849903521551 	6240036442535166 	7.404803e+14 
141 	1.036556e+01 	5.078972e+01 	4.337117e+00 	8.899978e+01 	5.158589e+01 	-9928700000000000 	-5689813944150906 	9.851400e+41 	1.150763e+43 	4.248500e-04 	3.019032e+00 	1.378069e+00 	2.930867e-01 	1.295297e-01 	16401132446572632 	15190256563896116 	4883702274589420 	4696740248512320 	5261556563896116 	7.262321e+14 
142 	1.037417e+01 	5.079007e+01 	4.339920e+00 	7.729815e+01 	5.155195e+01 	-10264000000000000 	-4633758611842357 	7.746100e+41 	1.236981e+43 	4.443900e-04 	2.777692e+00 	1.377706e+00 	2.252782e-01 	1.294077e-01 	16404832056929416 	15197375858489610 	4656291689046131 	4.457288e+15 	4933375858489610 	7.460338e+14 
143 	1.038278e+01 	5.079163e+01 	4.342928e+00 	1.055568e+02 	5.151932e+01 	-9284200000000000 	-5560572143601344 	3.231600e+41 	1.138682e+43 	4.145800e-04 	2.875859e+00 	1.377357e+00 	2.540753e-01 	1.292905e-01 	16408531667286198 	15204495153083104 	5358305326869977 	5172466450967596 	5920295153083104 	7.187204e+14 
144 	1.039139e+01 	5.079283e+01 	4.347341e+00 	8.986091e+01 	5.148661e+01 	-10905000000000000 	-6972917677067405 	5.619500e+41 	6.900909e+42 	4.006700e-04 	3.034209e+00 	1.377007e+00 	2.971436e-01 	1.291729e-01 	16412231277642980 	15211614447676596 	4081986128235172 	3.999422e+15 	4306614447676596 	699841882717772 
145 	1.040000e+01 	5.079201e+01 	4.350465e+00 	4.384547e+01 	5.145225e+01 	-10307000000000000 	-4841138930686755 	8.778300e+41 	9.857218e+42 	4.171300e-04 	2.305366e+00 	1.376639e+00 	9.366053e-02 	1.290494e-01 	16415930887999762 	15218733742270088 	4.438004e+15 	4437569003334997 	4911733742270088 	7.081839e+14 
146 	1.040861e+01 	5.079198e+01 	4.351712e+00 	6.453146e+01 	5.141988e+01 	-10901000000000000 	-5861959248254950 	9.594300e+41 	1.089059e+43 	4.241200e-04 	2.514050e+00 	1.376293e+00 	1.511883e-01 	1.289331e-01 	16419630498356544 	15225853036863580 	4.011547e+15 	4.009780e+15 	4324853036863580 	7.180517e+14 
147 	1.041722e+01 	5.079196e+01 	4.351742e+00 	2.223349e+01 	5.138774e+01 	-10153000000000000 	-6776804527701360 	4.688400e+41 	1.049606e+43 	4.272700e-04 	2.171993e+00 	1.375949e+00 	5.828805e-02 	1.288175e-01 	16423330108713326 	15232972331457074 	4559194714902452 	4557095564143355 	5079972331457074 	719224142107819 
148 	1.042583e+01 	5.079207e+01 	4.354009e+00 	7.133293e+01 	5.135592e+01 	-9751000000000000 	-6724925324503050 	9.614500e+41 	9.313227e+42 	4.102900e-04 	2.652378e+00 	1.375608e+00 	1.898985e-01 	1.287032e-01 	16427029719070108 	15240091626050568 	4845481871814373 	4853147304538895 	5489091626050568 	7.022693e+14 
149 	1.043444e+01 	5.079205e+01 	4.358286e+00 	6.683126e+01 	5.132317e+01 	-10541000000000000 	-5676630165547691 	7.528200e+41 	1.000201e+43 	4.162600e-04 	2.560058e+00 	1.375258e+00 	1.640073e-01 	1.285855e-01 	16430729329426888 	15247210920644058 	4.278867e+15 	4.282636e+15 	4706210920644058 	7.093821e+14 
150 	1.044306e+01 	5.079271e+01 	4.360533e+00 	9.257484e+01 	5.129128e+01 	-10404000000000000 	-4978287714241191 	6.359200e+41 	1.181872e+43 	4.306000e-04 	3.005597e+00 	1.374917e+00 	2.889606e-01 	1.284709e-01 	16434429369421386 	15254331042005012 	4365338815618610 	4386032438309808 	4850331042005012 	7.230300e+14 
151 	1.045167e+01 	5.079291e+01 	4.361251e+00 	9.116499e+01 	5.126019e+01 	-12072000000000000 	-6543413729463189 	1.141200e+42 	1.161794e+43 	4.373900e-04 	3.019304e+00 	1.374584e+00 	2.926080e-01 	1.283591e-01 	16438128979778168 	15261450336598504 	3119169314980650 	3.176327e+15 	3189450336598504 	7.400658e+14 
152 	1.046028e+01 	5.079321e+01 	4.361761e+00 	1.104149e+02 	5.122941e+01 	-11230000000000000 	-6173947190809044 	8.671000e+41 	1.235831e+43 	4.091000e-04 	2.821539e+00 	1.374255e+00 	2.389918e-01 	1.282485e-01 	16441828590134950 	15268569631191996 	3.787929e+15 	3792476518375119 	4038569631191996 	7.043941e+14 
153 	1.046889e+01 	5.079343e+01 	4.362038e+00 	1.195680e+02 	5.119877e+01 	-10787000000000000 	-5897826759828406 	2.332200e+41 	1.231197e+43 	4.249600e-04 	2.727652e+00 	1.373927e+00 	2.135596e-01 	1.281384e-01 	16445528200491732 	15275688925785488 	4175506781578698 	4.118508e+15 	4488688925785488 	7.177290e+14 
154 	1.047750e+01 	5.079341e+01 	4.362810e+00 	6.580489e+01 	5.116811e+01 	-11610000000000000 	-6328437093328359 	6.200200e+41 	1.257952e+43 	4.093400e-04 	2.537506e+00 	1.373599e+00 	1.575733e-01 	1.280282e-01 	16449227810848514 	15282808220378980 	3574824417794931 	3523028570267650 	3672808220378980 	7.070572e+14 
155 	1.048611e+01 	5.079346e+01 	4.362926e+00 	9.999795e+01 	5.113773e+01 	-11512000000000000 	-6953376414390051 	9.732400e+41 	1.267595e+43 	4.328000e-04 	2.926366e+00 	1.373274e+00 	2.672225e-01 	1.279190e-01 	16452927421205296 	15289927514972472 	3.606710e+15 	3597918858513388 	3777927514972472 	7.265092e+14 
156 	1.049472e+01 	5.079340e+01 	4.363069e+00 	3.587172e+01 	5.110650e+01 	-11283000000000000 	-6615626808629408 	6.505100e+41 	1.308643e+43 	4.172400e-04 	2.245856e+00 	1.372940e+00 	7.727394e-02 	1.278068e-01 	16456627031562076 	15297046809565966 	3776564633525377 	3.768285e+15 	4014046809565966 	7.081730e+14 
157 	1.050333e+01 	5.079358e+01 	4.363304e+00 	1.188796e+02 	5.107668e+01 	-10591000000000000 	-6798840166913751 	3.977900e+41 	1.288111e+43 	4.226300e-04 	2.733769e+00 	1.372620e+00 	2.151635e-01 	1.276996e-01 	16460326641918860 	15304166104159460 	4311678719733428 	4.276001e+15 	4713166104159460 	7.106977e+14 
